value_organisation_id,key,offset,partition,region,timestamp,event_datetime_utc,event_name,message_id,service_name,type_modified_at,type_operation,type_org_id,type_type_description,type_type_domain,type_type_id,type_type_name,type_type_type_category,user_id,_batch_date,_timestamp,type_fields_field_id,type_fields_required,index
null,ZmU0NmVkMDQtNTU1Yi00ZDhmLWJjNGUtMzNmOTMxYTVjYzFj,51145508,21,us-east-1,1708303718371,2024-02-19 0:48:38,s12_protobuf_typefield_typedefinedevent,2c0706625ccf8e3a646ea48b05bcceb147606725acc72a46decff969b7a38e82,srv-typefield,2024-02-19 0:48:38,CREATE,76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,,DOMAIN_ASSETS,6fface96c270147dab991024a8112ada50c62fb955b5cd14907639aa97f858af,798f02272da5562821052863d6b2990923777043317d15474158adc632672f32,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,,,
null,ZmU0NmVkMDQtNTU1Yi00ZDhmLWJjNGUtMzNmOTMxYTVjYzFj,51145509,21,us-east-1,1708303718425,2024-02-19 0:48:38,s12_protobuf_typefield_typedefinedevent,dc39e3b976500f35f431eb2ef360b17725758f8923f184b9c4774a7e7b81b72c,srv-typefield,2024-02-19 0:48:38,MAPPING_UPDATE,76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,,DOMAIN_ASSETS,6fface96c270147dab991024a8112ada50c62fb955b5cd14907639aa97f858af,798f02272da5562821052863d6b2990923777043317d15474158adc632672f32,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,d37189131000cea5aac94eded4a4ed5b6942d3e750778fd857f6a0f941e04a08,,0
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,ZmU0NmVkMDQtNTU1Yi00ZDhmLWJjNGUtMzNmOTMxYTVjYzFj,51145513,21,us-east-1,1708303720410,2024-02-19 0:48:40,s12_protobuf_typefield_typedefinedevent,def461b56eec568a32919fe0be8834e78118847fc428b7f8cb729568b5e65d57,srv-typefield,2024-02-19 0:48:40,MAPPING_UPDATE,null,,DOMAIN_ASSETS,6fface96c270147dab991024a8112ada50c62fb955b5cd14907639aa97f858af,798f02272da5562821052863d6b2990923777043317d15474158adc632672f32,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,d37189131000cea5aac94eded4a4ed5b6942d3e750778fd857f6a0f941e04a08,,0
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,ZmU0NmVkMDQtNTU1Yi00ZDhmLWJjNGUtMzNmOTMxYTVjYzFj,51145513,21,us-east-1,1708303720410,2024-02-19 0:48:40,s12_protobuf_typefield_typedefinedevent,def461b56eec568a32919fe0be8834e78118847fc428b7f8cb729568b5e65d57,srv-typefield,2024-02-19 0:48:40,MAPPING_UPDATE,null,,DOMAIN_ASSETS,6fface96c270147dab991024a8112ada50c62fb955b5cd14907639aa97f858af,798f02272da5562821052863d6b2990923777043317d15474158adc632672f32,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,6fcf75132a28ce60a87e74656a6b228689f72535d583f5074a406e257650c506,,1
000000000000000000,ZmU0NmVkMDQtNTU1Yi00ZDhmLWJjNGUtMzNmOTMxYTVjYzFj,51145516,21,us-east-1,1708303721186,2024-02-19 0:48:41,s12_protobuf_typefield_typedefinedevent,08f3d196ecbb1dd1f9572ac24e5df6fa9f64ab5f99264a4830df289617b1513c,srv-typefield,2024-02-19 0:48:41,DELETE,76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,,DOMAIN_ASSETS,6fface96c270147dab991024a8112ada50c62fb955b5cd14907639aa97f858af,798f02272da5562821052863d6b2990923777043317d15474158adc632672f32,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,d37189131000cea5aac94eded4a4ed5b6942d3e750778fd857f6a0f941e04a08,,0
000000000000000000,ZmU0NmVkMDQtNTU1Yi00ZDhmLWJjNGUtMzNmOTMxYTVjYzFj,51145516,21,us-east-1,1708303721186,2024-02-19 0:48:41,s12_protobuf_typefield_typedefinedevent,08f3d196ecbb1dd1f9572ac24e5df6fa9f64ab5f99264a4830df289617b1513c,srv-typefield,2024-02-19 0:48:41,DELETE,76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,,DOMAIN_ASSETS,6fface96c270147dab991024a8112ada50c62fb955b5cd14907639aa97f858af,798f02272da5562821052863d6b2990923777043317d15474158adc632672f32,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,6fcf75132a28ce60a87e74656a6b228689f72535d583f5074a406e257650c506,,1
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,ZGYwNWZmMmEtMWY0MC00M2Y0LWE4OGEtNDg3MTVhODhmNzRh,51065499,31,us-east-1,1708303737572,2024-02-19 0:48:58,s12_protobuf_typefield_typedefinedevent,8e31cc741ee87de0853245a9e052ffa5a296f383b9bb8cd2a0cab55c23e26923,srv-typefield,2024-02-19 0:48:58,CREATE,null,,DOMAIN_LICENSES_AND_CREDENTIALS,null,fa5f5a23fca1d84efa987303a8e6c74d8a19195b6b9c10ca0394b5932ee0c460,TYPE_CATEGORY_CUSTOM,null,2024-02-19,2024-02-20 3:59:48,,,
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,ZGYwNWZmMmEtMWY0MC00M2Y0LWE4OGEtNDg3MTVhODhmNzRh,51065536,31,us-east-1,1708303756671,2024-02-19 0:49:17,s12_protobuf_typefield_typedefinedevent,2d5f9dccd58bb0184c06f525f3e01ccc07cc8180b607bb48e6506007c777ffbb,srv-typefield,2024-02-19 0:49:17,DELETE,null,,DOMAIN_LICENSES_AND_CREDENTIALS,null,fa5f5a23fca1d84efa987303a8e6c74d8a19195b6b9c10ca0394b5932ee0c460,TYPE_CATEGORY_CUSTOM,null,2024-02-19,2024-02-20 3:59:48,,,
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,NjlmMGQ4NjgtNjMwNi00NjFiLTk5ZTctOWI4ZWQ5MWI0NjBm,51067725,16,us-east-1,1708303808680,2024-02-19 0:50:09,s12_protobuf_typefield_typedefinedevent,4101e3f57872643fa758fe5e13583a61df24c4e439a7ed200eeeac3e77b20d19,srv-typefield,2024-02-19 0:50:09,CREATE,000000000000000000,,DOMAIN_ASSETS,066e4513533b31b6e4002fafc2da7545b7b734c8be14ed065e04e3d3abcd74c2,2ce4dbb411026f8c6734fe5f630c1daab104ced5db9924484bf219f89df5bb6e,TYPE_CATEGORY_CUSTOM,000000000000000000,2024-02-19,2024-02-20 3:59:48,,,
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,NjlmMGQ4NjgtNjMwNi00NjFiLTk5ZTctOWI4ZWQ5MWI0NjBm,51067727,16,us-east-1,1708303808737,2024-02-19 0:50:09,s12_protobuf_typefield_typedefinedevent,6d8b1137b42c7e885b95d61062f0deb48a24d47bdad28434d62bffeea4356ccb,srv-typefield,2024-02-19 0:50:09,MAPPING_UPDATE,000000000000000000,,DOMAIN_ASSETS,066e4513533b31b6e4002fafc2da7545b7b734c8be14ed065e04e3d3abcd74c2,2ce4dbb411026f8c6734fe5f630c1daab104ced5db9924484bf219f89df5bb6e,TYPE_CATEGORY_CUSTOM,000000000000000000,2024-02-19,2024-02-20 3:59:48,d37189131000cea5aac94eded4a4ed5b6942d3e750778fd857f6a0f941e04a08,,0
76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,NjlmMGQ4NjgtNjMwNi00NjFiLTk5ZTctOWI4ZWQ5MWI0NjBm,51067732,16,us-east-1,1708303810709,2024-02-19 0:50:11,s12_protobuf_typefield_typedefinedevent,32955d477dbd21b10110520b173ef607d20eb42cb0907985d3aa6bd1dd18eae1,srv-typefield,2024-02-19 0:50:11,MAPPING_UPDATE,76918ec604e7742df8223e1eb36cb0b3d28f493479603c7bdba3a86bdc73e128,,DOMAIN_ASSETS,000000000000000000,2ce4dbb411026f8c6734fe5f630c1daab104ced5db9924484bf219f89df5bb6e,TYPE_CATEGORY_CUSTOM,a6524c0b99ba761ca3999885bf1b03ed040eec20f923349ef3ae55e3c20333be,2024-02-19,2024-02-20 3:59:48,d37189131000cea5aac94eded4a4ed5b6942d3e750778fd857f6a0f941e04a08,,0
